restaurant_id,restaurant_name,cuisine_type,city,locality,average_cost_for_two,rating,votes,delivery_time_min,discount_percent,menu_items_count,monthly_orders,review_count,distance_km,establishment_year,order_type
123508,Chai & Chaat,Desserts,Indore,Bandra,1791,4.0,41312,65,15,15,13144,31711,22.39,2015,Takeaway
123509,Spice Garden,Street Food,Bangalore,Navrangpura,1097,3.1,7229,26,50,76,8996,1932,1.93,2009,Dine-In
123510,Masala Zone,Desserts,Nagpur,Andheri,528,4.0,8037,37,25,125,14436,3958,6.48,2019,Delivery
123511,Chai & Chaat,Mughlai,Nagpur,Adyar,159,2.8,32717,31,25,23,7164,14372,23.77,2010,Dine-In
123512,Masala Zone,Mediterranean,Indore,Anna Nagar,155,3.4,16609,41,40,165,443,11381,13.09,2012,Takeaway
123513,Spice Garden,Seafood,Kanpur,Bandra,2306,2.2,39175,58,30,109,14798,25482,24.69,1991,Dine-In
123514,The Food Court,North Indian,Delhi,Andheri,1755,4.7,103,72,20,193,4345,19,17.37,2014,Dine-In
123515,Andhra Meals,Continental,Hyderabad,Koramangala,2108,3.3,45534,24,15,145,8217,22886,5.17,2004,Delivery
123516,Tamil Tadka,Fast Food,Chennai,Indiranagar,190,4.5,48807,58,0,74,11646,43133,24.7,2014,Delivery
123517,Masala Zone,Mughlai,Nagpur,Indiranagar,2455,3.9,10803,42,10,83,4240,8823,13.88,2016,Delivery
123518,South Indian Hut,Mexican,Bangalore,Whitefield,2113,4.1,18140,49,40,155,7867,5063,19.03,1997,Delivery
123519,Desi Dhaba,Continental,Delhi,Navrangpura,754,3.2,4025,15,30,195,13372,2763,1.37,1998,Takeaway
123520,Mumbai Bites,Fast Food,Lucknow,Whitefield,823,3.7,9568,48,0,85,1672,8625,0.37,2002,Delivery
123521,Curry Leaf,Chinese,Chennai,Gomti Nagar,1293,3.4,37736,46,15,129,4893,268,10.49,2020,Takeaway
123522,Dosa Delight,Thai,Jaipur,Hitech City,1186,2.7,46267,53,30,140,14381,28001,21.48,1998,Delivery
123523,Goan Getaway,South Indian,Kanpur,Bandra,508,4.8,44906,61,50,170,5029,11369,5.92,2017,Takeaway
123524,Flavours of India,Desserts,Pune,Whitefield,332,4.1,30666,45,50,118,1029,312,19.96,2009,Dine-In
123525,The Food Court,Mexican,Pune,Gachibowli,2016,3.5,31397,50,0,22,10676,14713,3.17,1992,Takeaway
123526,Royal Feast,Biryani,Bhopal,Salt Lake,429,4.5,45721,77,30,96,9020,11477,13.01,2014,Delivery
123527,The Food Court,Mexican,Pune,Hazratganj,2274,3.7,30619,74,40,173,8002,922,18.37,2004,Dine-In
123528,Goan Getaway,Mediterranean,Kanpur,Gachibowli,1604,3.8,26067,24,20,198,12187,2111,9.94,1990,Delivery
123529,Idli Express,Biryani,Surat,Vastrapur,2378,2.4,580,37,30,18,4572,454,3.34,2011,Delivery
123530,Chai & Chaat,South Indian,Jaipur,Anna Nagar,352,4.1,89,68,0,80,12358,14,19.92,2007,Takeaway
123531,Curry Leaf,Thai,Lucknow,Whitefield,1243,3.2,41868,15,40,196,2539,23070,23.89,1991,Takeaway
123532,Dosa Delight,Seafood,Indore,Hitech City,1458,2.4,42741,18,25,115,9560,38476,15.37,1993,Takeaway
123533,Street Spice,Mediterranean,Mumbai,Adyar,913,3.9,17296,81,10,150,12270,3104,14.15,1999,Takeaway
123534,Mango Lassi,Mexican,Hyderabad,Navrangpura,823,2.3,1797,57,30,197,466,737,20.26,1990,Dine-In
123535,Pav Bhaji Hub,Street Food,Lucknow,HSR Layout,525,2.6,14887,62,15,183,12289,888,19.66,1996,Takeaway
123536,Pav Bhaji Hub,Biryani,Hyderabad,Powai,1798,4.8,24056,67,0,20,2411,7335,8.01,2004,Takeaway
123537,Dosa Delight,Thai,Bhopal,Koramangala,1167,4.6,47737,39,0,166,8509,36827,21.15,1991,Delivery
123538,Desi Dhaba,Desserts,Indore,Gomti Nagar,1521,2.6,33678,44,0,26,7757,4055,2.71,2006,Dine-In
123539,Mango Lassi,Cafe,Ahmedabad,Anna Nagar,755,3.4,25442,34,20,62,10410,8870,4.12,2001,Delivery
123540,The Coastal Cafe,Mexican,Pune,Hazratganj,2355,3.0,16733,71,0,79,10194,4517,9.15,2001,Takeaway
123541,Idli Express,Cafe,Lucknow,Hazratganj,1198,3.5,21875,57,40,176,7811,15029,14.59,2021,Delivery
123542,Naan Stop,Mexican,Surat,Powai,2120,4.0,10926,49,0,183,4524,1195,10.23,2006,Takeaway
123543,Andhra Meals,North Indian,Mumbai,Indiranagar,861,3.7,5910,89,0,14,8242,4754,22.34,1998,Takeaway
123544,Tandoor Palace,North Indian,Bhopal,Juhu,1524,4.5,2937,16,50,39,13186,668,23.2,2023,Delivery
123545,Punjab Grill,Mediterranean,Indore,Vastrapur,294,3.3,27659,62,0,161,2363,15490,7.93,2007,Takeaway
123546,Saffron Kitchen,Mediterranean,Lucknow,Gachibowli,884,2.7,7059,36,50,134,445,2823,17.95,2010,Takeaway
123547,Mumbai Bites,Street Food,Bangalore,Gomti Nagar,484,4.0,32259,49,0,176,2079,17410,5.26,2000,Takeaway
123548,Mumbai Bites,Mughlai,Kolkata,Connaught Place,2176,4.1,40276,20,40,145,7523,22292,15.93,2015,Delivery
123549,Naan Stop,Street Food,Chennai,Juhu,2293,2.1,41023,49,40,68,2223,2086,21.14,1993,Takeaway
123550,South Indian Hut,Desserts,Pune,Adyar,150,4.5,2007,89,0,174,5042,1330,2.84,2018,Dine-In
123551,The Thali Place,Desserts,Mumbai,Connaught Place,2015,3.7,40903,77,25,71,7665,23655,10.62,2003,Delivery
123552,Desi Dhaba,Continental,Chennai,Bandra,1691,2.8,16891,84,10,180,1764,220,22.71,2015,Takeaway
123553,Chai & Chaat,Chinese,Pune,Andheri,1427,2.2,37872,38,30,41,12157,9610,4.43,2013,Takeaway
123554,Goan Getaway,Italian,Chennai,Bandra,1557,2.7,31560,25,30,11,8943,15512,14.41,2005,Delivery
123555,The Food Court,Fast Food,Delhi,Vastrapur,2119,4.4,20145,59,0,101,6604,9526,7.74,2014,Delivery
123556,Curry Leaf,Street Food,Mumbai,Adyar,566,2.6,3827,36,30,157,1588,2516,22.13,2021,Dine-In
123557,Masala Zone,Biryani,Chennai,Juhu,348,3.7,34105,33,20,176,2623,32542,3.04,2008,Dine-In
123558,The Food Court,Cafe,Jaipur,Indiranagar,2146,3.8,20095,42,0,117,745,12403,2.79,1994,Dine-In
123559,Spice Garden,Mughlai,Kanpur,Andheri,2214,4.8,20049,80,15,175,12604,12088,8.33,2018,Delivery
123560,The Biryani House,Mughlai,Ahmedabad,Vastrapur,386,2.6,9683,73,25,104,14912,7286,16.48,2002,Takeaway
123561,The Biryani House,Biryani,Delhi,Powai,1291,2.6,32511,51,15,197,12656,22797,20.69,2004,Delivery
123562,Curry Leaf,South Indian,Kolkata,Hitech City,1386,3.8,19117,48,20,166,2434,3158,12.36,1990,Takeaway
123563,Kebab Corner,Italian,Bhopal,Civil Lines,1215,2.4,12446,20,25,73,758,11356,3.06,2014,Dine-In
123564,Desi Dhaba,South Indian,Indore,Koramangala,1344,4.6,31282,71,50,179,11507,9695,12.42,2011,Takeaway
123565,Chai & Chaat,Italian,Indore,Juhu,696,3.4,15185,58,40,58,7521,4187,0.32,2008,Dine-In
123566,Kerala Kitchen,Italian,Ahmedabad,Andheri,961,2.4,1424,27,0,129,6618,1253,17.93,2002,Dine-In
123567,Idli Express,Street Food,Ahmedabad,Bandra,2431,4.5,47745,83,0,116,2239,15896,21.06,1993,Takeaway
123568,Punjab Grill,Cafe,Delhi,Connaught Place,2240,4.4,35773,50,15,19,10425,2378,20.2,2013,Takeaway
123569,Chettinad Kitchen,Desserts,Lucknow,Andheri,1354,2.5,6130,48,30,154,7279,1252,8.63,2010,Dine-In
123570,Mumbai Bites,Street Food,Surat,Navrangpura,2422,3.1,29322,31,10,19,5988,28845,2.13,2001,Dine-In
123571,Andhra Meals,Mexican,Kolkata,Connaught Place,1442,4.4,151,80,15,121,9905,32,21.34,2018,Dine-In
123572,Masala Zone,Seafood,Nagpur,Powai,2145,4.4,48773,68,0,31,6221,42991,19.72,1997,Delivery
123573,Chai & Chaat,Street Food,Jaipur,Anna Nagar,1096,2.4,43365,79,0,67,13382,14058,17.8,2017,Delivery
123574,Chai & Chaat,Biryani,Delhi,Salt Lake,2050,4.5,23958,46,15,125,8634,10409,20.46,2022,Delivery
123575,Kebab Corner,Seafood,Kanpur,Adyar,1091,3.8,13822,71,0,99,1974,3709,18.08,2018,Delivery
123576,Tamil Tadka,Fast Food,Lucknow,HSR Layout,683,3.7,27798,21,0,157,8627,10244,8.19,2000,Delivery
123577,Royal Feast,Biryani,Ahmedabad,Vastrapur,2167,4.6,15670,81,25,75,758,9445,23.37,2017,Takeaway
123578,Punjab Grill,Mughlai,Pune,Andheri,2102,2.3,47738,63,40,195,11677,41075,9.9,2010,Dine-In
123579,Street Spice,Mexican,Jaipur,Hitech City,2452,3.6,7697,35,0,51,4910,1852,13.52,1990,Takeaway
123580,Chettinad Kitchen,Mediterranean,Bhopal,Hazratganj,743,2.7,31429,62,20,44,4486,25663,15.38,2018,Delivery
123581,The Coastal Cafe,Mediterranean,Bangalore,Gomti Nagar,1307,3.7,8957,73,15,95,9169,2273,0.91,2011,Takeaway
123582,Street Spice,Fast Food,Ahmedabad,Bandra,1729,2.8,25569,71,40,95,9881,17291,21.28,2004,Takeaway
123583,Mumbai Bites,Biryani,Jaipur,Connaught Place,2107,3.4,45501,78,0,180,6094,3849,9.75,2015,Delivery
123584,Naan Stop,Desserts,Indore,Indiranagar,612,2.5,23005,77,50,40,13689,14806,19.63,1996,Delivery
123585,Roti Republic,North Indian,Ahmedabad,Juhu,1682,4.4,15851,87,50,45,13577,7287,22.89,1995,Dine-In
123586,Naan Stop,Mughlai,Kolkata,Navrangpura,2090,3.0,10261,90,30,196,9240,4983,9.73,2009,Dine-In
123587,Andhra Meals,Fast Food,Kanpur,Hitech City,990,3.8,41952,73,50,65,11119,38184,17.27,2003,Takeaway
123588,Zaiqa,Fast Food,Mumbai,Salt Lake,1128,4.1,21342,82,0,19,10236,10620,6.72,2020,Delivery
123589,Tandoor Palace,Italian,Bangalore,Navrangpura,1736,4.1,23638,58,30,167,11792,21275,6.71,2015,Delivery
123590,Kerala Kitchen,Thai,Hyderabad,Koramangala,774,3.3,43921,24,40,189,11332,3175,5.13,2018,Takeaway
123591,Tamil Tadka,Biryani,Pune,Whitefield,1751,4.9,24567,38,30,137,2489,23745,16.43,2010,Dine-In
123592,The Coastal Cafe,Chinese,Surat,Connaught Place,1537,3.0,32738,24,40,85,3896,7672,19.51,2016,Delivery
123593,Dosa Delight,South Indian,Indore,Indiranagar,2479,4.2,19623,19,0,193,6780,7121,24.7,2019,Delivery
123594,Tamil Tadka,Chinese,Bangalore,Malad,670,4.6,2640,58,40,153,11630,554,0.72,2011,Takeaway
123595,The Thali Place,South Indian,Nagpur,Vastrapur,2166,2.7,48823,41,50,52,3124,5462,16.14,1993,Takeaway
123596,Punjab Grill,Chinese,Nagpur,HSR Layout,749,3.0,37067,33,25,178,2307,29712,7.92,1990,Dine-In
123597,The Food Court,Continental,Bhopal,Hitech City,392,3.9,29496,60,50,10,11918,15436,19.28,2015,Takeaway
123598,Mumbai Bites,Fast Food,Hyderabad,Whitefield,2326,2.8,33950,24,30,28,13831,4548,6.13,1991,Delivery
123599,Curry Leaf,Fast Food,Kolkata,Hitech City,1730,2.4,27211,57,50,59,6828,13470,17.95,1994,Takeaway
123600,The Coastal Cafe,Thai,Indore,Gachibowli,597,3.8,9810,68,30,179,11023,3972,13.98,1991,Takeaway
123601,Mango Lassi,South Indian,Nagpur,Andheri,1053,3.5,42217,80,0,86,970,33294,22.26,1991,Takeaway
123602,Street Spice,Chinese,Surat,Bandra,1611,4.1,37569,78,25,190,1954,11008,12.38,1994,Dine-In
123603,Saffron Kitchen,South Indian,Surat,Gachibowli,1890,2.4,8068,46,25,58,4892,707,5.18,2016,Dine-In
123604,Curry Leaf,Biryani,Surat,Malad,971,4.6,29025,41,25,134,2829,9478,12.84,2021,Delivery
123605,South Indian Hut,Continental,Kanpur,Whitefield,2306,3.6,29325,51,20,45,12934,22304,3.67,2003,Delivery
123606,Masala Zone,South Indian,Bangalore,Vastrapur,632,2.1,46145,89,0,195,13887,12583,21.76,2023,Delivery
123607,Dosa Delight,Street Food,Mumbai,Vastrapur,1408,2.1,22001,82,0,194,6293,16857,23.91,1993,Delivery
123608,Pav Bhaji Hub,Mediterranean,Chennai,Bandra,1195,2.1,40435,28,25,154,13768,18661,24.95,2007,Dine-In
123609,The Biryani House,North Indian,Nagpur,Juhu,1065,3.9,41901,40,20,37,11983,12002,5.52,2009,Dine-In
123610,Goan Getaway,Street Food,Nagpur,Adyar,1570,4.8,38132,76,0,26,6072,28796,21.25,2015,Delivery
123611,Masala Zone,Italian,Kanpur,Civil Lines,776,2.6,29787,41,15,155,8493,6639,3.61,2009,Delivery
123612,Mumbai Bites,Seafood,Indore,Andheri,2149,5.0,10605,63,50,16,12346,3036,4.65,2000,Dine-In
123613,Spice Garden,Street Food,Surat,Hazratganj,2271,4.8,45909,52,20,130,12528,42326,2.95,1995,Dine-In
123614,Idli Express,Continental,Ahmedabad,Salt Lake,1047,4.7,22299,78,50,36,10209,9038,3.86,2022,Takeaway
123615,Dosa Delight,Italian,Lucknow,Hitech City,1363,2.3,19981,29,25,89,11032,13606,7.99,2021,Takeaway
123616,Flavours of India,North Indian,Chennai,Indiranagar,894,4.8,30880,32,50,68,4244,9300,6.05,2011,Dine-In
123617,Tandoor Palace,Cafe,Hyderabad,HSR Layout,1660,3.8,6818,66,50,67,9563,2316,1.18,2002,Dine-In
123618,The Food Court,Italian,Bangalore,Navrangpura,1313,5.0,12380,64,0,180,13939,800,7.65,1991,Takeaway
123619,Roti Republic,Fast Food,Lucknow,Malad,561,4.0,16926,24,25,138,8379,12004,2.45,2011,Takeaway
123620,Flavours of India,Italian,Bangalore,Powai,2158,4.2,36694,35,0,164,7624,15964,23.38,2020,Delivery
123621,Dosa Delight,Continental,Lucknow,Andheri,1817,4.6,39835,27,15,46,9936,3897,13.64,2015,Dine-In
123622,Punjab Grill,Thai,Delhi,Anna Nagar,530,4.0,19650,88,40,153,9387,13437,5.9,2014,Takeaway
123623,Street Spice,Mexican,Kanpur,Bandra,378,3.0,15215,57,0,109,9939,14685,10.09,2018,Dine-In
123624,Mumbai Bites,Mughlai,Lucknow,Vastrapur,440,4.2,22769,87,20,182,14143,2610,20.28,2008,Takeaway
123625,Tandoor Palace,Thai,Jaipur,Whitefield,1307,2.4,17281,18,0,179,5229,10281,3.53,2021,Dine-In
123626,Street Spice,Thai,Surat,Connaught Place,1754,2.4,11900,24,50,182,5237,8572,18.8,2015,Delivery
123627,Punjab Grill,Street Food,Kolkata,Hazratganj,1323,3.6,30184,82,40,96,12286,22112,8.26,2020,Delivery
123628,Naan Stop,Continental,Delhi,Anna Nagar,2124,2.3,49778,87,0,72,8274,20384,19.47,2000,Dine-In
123629,Pav Bhaji Hub,Chinese,Jaipur,Salt Lake,929,2.4,7295,87,20,184,7742,3009,2.4,2003,Takeaway
123630,Chettinad Kitchen,Mexican,Chennai,Hazratganj,1923,4.3,39928,50,0,57,9434,13085,12.82,1992,Delivery
123631,Idli Express,South Indian,Hyderabad,Andheri,1303,2.7,4347,69,0,146,5944,3348,22.96,2017,Dine-In
123632,The Coastal Cafe,Cafe,Kolkata,Whitefield,788,3.0,41877,33,40,195,1441,16385,9.92,1990,Delivery
123633,Mango Lassi,Continental,Kanpur,Connaught Place,342,4.1,44890,36,25,155,9119,19574,20.31,2005,Dine-In
123634,Punjab Grill,Chinese,Hyderabad,Powai,329,3.8,23575,26,40,36,13187,19870,17.18,2006,Takeaway
123635,Andhra Meals,Italian,Bhopal,Andheri,956,4.6,7241,16,20,190,8236,2350,20.01,2010,Takeaway
123636,Mango Lassi,South Indian,Indore,Bandra,279,4.0,44428,22,30,149,4037,22785,15.54,2013,Delivery
123637,Street Spice,Cafe,Mumbai,Powai,1460,2.9,17598,48,20,73,3063,14759,2.74,2013,Takeaway
123638,Chettinad Kitchen,Mediterranean,Chennai,Juhu,1250,2.1,20597,40,0,158,5778,1616,5.79,2009,Dine-In
123639,Tamil Tadka,Thai,Jaipur,Bandra,1181,2.7,3575,87,30,37,971,14,22.41,2020,Takeaway
123640,Pav Bhaji Hub,Street Food,Ahmedabad,Malad,1844,3.9,24646,69,10,148,4882,6857,3.81,2017,Dine-In
123641,The Biryani House,Desserts,Pune,Juhu,1020,2.9,49286,63,25,81,13898,16455,2.07,2017,Delivery
123642,Zaiqa,Desserts,Mumbai,Hazratganj,591,3.5,13699,20,0,159,6482,543,17.57,2017,Takeaway
123643,Masala Zone,North Indian,Hyderabad,Andheri,2274,4.9,24524,76,30,20,8899,23526,1.59,2004,Takeaway
123644,Tandoor Palace,Mughlai,Chennai,Connaught Place,712,3.0,29717,87,40,143,1229,401,23.64,2017,Delivery
123645,Pav Bhaji Hub,Mediterranean,Indore,Adyar,278,2.4,47605,42,0,23,13124,3652,11.46,1994,Takeaway
123646,Tandoor Palace,Desserts,Surat,Andheri,1722,3.1,43990,70,40,88,1841,16240,14.62,2010,Dine-In
123647,Chettinad Kitchen,Thai,Lucknow,Malad,179,2.4,718,43,15,86,11521,695,10.33,2019,Takeaway
123648,Kebab Corner,North Indian,Bangalore,Navrangpura,736,2.8,13110,67,50,181,3199,11998,22.88,1996,Takeaway
123649,Mango Lassi,Italian,Ahmedabad,Malad,1110,3.4,6698,56,0,104,5108,5635,6.0,2000,Takeaway
123650,Punjab Grill,Mughlai,Chennai,Vastrapur,1347,3.5,41914,20,10,185,13398,3000,4.2,2022,Delivery
123651,Naan Stop,Biryani,Indore,Whitefield,694,2.8,43147,49,50,189,6152,3531,10.31,2012,Delivery
123652,Chettinad Kitchen,South Indian,Nagpur,Indiranagar,466,3.4,6965,85,0,77,9214,6081,14.03,1995,Dine-In
123653,Mumbai Bites,Continental,Nagpur,Bandra,2153,3.7,44961,25,15,52,4529,23102,13.35,2009,Takeaway
123654,The Biryani House,Street Food,Indore,Hazratganj,702,2.3,49797,33,20,54,2744,5194,3.94,2017,Delivery
123655,Zaiqa,Desserts,Hyderabad,Whitefield,1875,3.7,24358,60,0,159,3201,9378,22.15,2000,Delivery
123656,Desi Dhaba,North Indian,Lucknow,Indiranagar,2458,2.8,47102,15,0,56,6225,22789,10.77,2022,Takeaway
123657,Mango Lassi,Desserts,Hyderabad,Navrangpura,1557,3.2,18509,19,50,169,1305,6333,9.53,2006,Dine-In
123658,Idli Express,Mughlai,Ahmedabad,Anna Nagar,1398,2.1,24799,64,0,29,9662,264,23.31,2011,Takeaway
123659,Curry Leaf,Mediterranean,Indore,Navrangpura,522,4.1,46829,38,40,168,9186,26674,20.34,1992,Takeaway
123660,Spice Garden,Mediterranean,Chennai,Indiranagar,865,3.1,9115,81,15,61,7308,7397,18.53,2022,Takeaway
123661,Punjab Grill,Cafe,Lucknow,HSR Layout,2085,2.4,38339,40,30,19,6257,4894,16.79,2002,Delivery
123662,Tandoor Palace,South Indian,Hyderabad,Andheri,1318,3.9,27674,49,15,178,13075,26574,8.65,2005,Takeaway
123663,Chai & Chaat,Mediterranean,Hyderabad,Vastrapur,1778,4.5,46679,31,0,24,7272,1134,17.51,2021,Dine-In
123664,Zaiqa,Mughlai,Kanpur,Bandra,1332,3.9,11813,32,10,71,6786,6558,8.13,2008,Takeaway
123665,The Thali Place,Continental,Chennai,Gomti Nagar,871,3.6,1733,62,50,184,12056,1659,18.08,2006,Delivery
123666,Tandoor Palace,Continental,Lucknow,Salt Lake,275,2.6,28546,75,0,89,12787,22567,16.52,1999,Takeaway
123667,Masala Zone,Seafood,Hyderabad,Vastrapur,985,2.3,26216,32,50,40,5740,1718,1.48,2004,Dine-In
123668,Goan Getaway,Cafe,Nagpur,Navrangpura,1531,2.5,29468,78,15,107,8704,24346,9.43,2019,Takeaway
123669,The Thali Place,Seafood,Hyderabad,Bandra,1920,2.6,4205,78,0,89,4668,2271,11.61,2015,Takeaway
123670,South Indian Hut,South Indian,Ahmedabad,Andheri,2009,4.4,2201,30,15,146,11624,1392,18.3,1995,Takeaway
123671,Roti Republic,Cafe,Pune,Vastrapur,722,3.4,7496,88,20,97,9244,523,17.14,1997,Dine-In
123672,The Food Court,Seafood,Bhopal,Gachibowli,1933,2.1,5951,58,30,35,6191,5039,19.4,2003,Dine-In
123673,Idli Express,Biryani,Nagpur,Anna Nagar,254,4.2,37256,82,50,174,416,8304,14.24,2009,Takeaway
123674,Saffron Kitchen,Biryani,Indore,Gomti Nagar,1296,2.3,28080,43,0,137,13202,7022,19.28,1997,Dine-In
123675,Royal Feast,Mediterranean,Kanpur,HSR Layout,875,3.3,18831,67,0,155,11764,4693,8.4,2018,Dine-In
123676,Curry Leaf,Chinese,Surat,Vastrapur,266,3.3,41454,66,0,62,11843,21904,20.17,2011,Takeaway
123677,Pav Bhaji Hub,North Indian,Ahmedabad,Koramangala,2463,4.4,11677,86,40,117,7117,7424,0.3,2006,Delivery
123678,Idli Express,North Indian,Hyderabad,Whitefield,2193,2.5,31659,54,10,149,1965,2667,15.5,2004,Takeaway
123679,Idli Express,Chinese,Bhopal,Civil Lines,1413,3.8,41154,32,0,72,1289,21816,4.06,2018,Delivery
123680,Kebab Corner,Biryani,Chennai,Civil Lines,187,4.6,24503,46,40,177,492,20376,1.31,2010,Delivery
123681,Naan Stop,Mediterranean,Jaipur,Whitefield,785,3.5,46006,26,0,104,6582,6033,11.64,2000,Takeaway
123682,Punjab Grill,Seafood,Nagpur,HSR Layout,2424,4.4,45175,23,40,132,4339,34477,11.15,2010,Takeaway
123683,Naan Stop,Mediterranean,Kolkata,Gomti Nagar,416,4.1,6252,15,40,24,6841,2240,8.13,2007,Takeaway
123684,Chai & Chaat,Desserts,Chennai,Hitech City,1462,2.7,17785,68,20,88,4432,17614,3.95,1994,Delivery
123685,Chettinad Kitchen,Biryani,Pune,Malad,1601,4.6,22287,43,10,18,12107,7573,19.02,1994,Delivery
123686,The Thali Place,Mediterranean,Indore,Adyar,348,2.3,26089,90,0,168,10790,8276,10.68,2016,Takeaway
123687,Masala Zone,Mexican,Jaipur,Anna Nagar,1939,4.8,8468,81,0,167,11446,1543,24.41,2018,Delivery
123688,Spice Garden,Mughlai,Ahmedabad,Bandra,1775,2.1,9003,49,50,71,11535,5542,16.74,2016,Dine-In
123689,Goan Getaway,Mexican,Kolkata,Koramangala,1136,3.4,15748,54,20,192,2232,2523,9.93,2004,Delivery
123690,Goan Getaway,North Indian,Ahmedabad,HSR Layout,791,2.7,30183,37,30,193,10282,11648,20.28,2001,Takeaway
123691,Roti Republic,Biryani,Kanpur,Civil Lines,459,2.6,49434,79,15,98,12923,41698,14.72,2009,Takeaway
123692,Goan Getaway,Chinese,Hyderabad,Indiranagar,301,3.1,10645,53,0,196,326,9374,2.14,1998,Takeaway
123693,Goan Getaway,Fast Food,Mumbai,Salt Lake,1103,2.7,22146,88,0,66,13179,11601,8.88,2006,Dine-In
123694,Dosa Delight,Continental,Nagpur,Malad,1734,3.5,8462,36,30,190,5114,7768,16.11,2005,Takeaway
123695,Chettinad Kitchen,Mexican,Indore,Andheri,527,4.6,21510,63,25,149,9788,9242,7.19,2018,Delivery
123696,Andhra Meals,Cafe,Pune,Indiranagar,1440,4.2,38915,60,25,106,11763,29153,10.66,2004,Delivery
123697,The Food Court,Cafe,Nagpur,Gachibowli,2472,2.6,601,60,0,33,14532,501,11.1,1999,Takeaway
123698,Naan Stop,Desserts,Lucknow,Hitech City,222,2.5,11318,31,40,22,379,8004,14.12,2015,Takeaway
123699,Goan Getaway,Chinese,Delhi,Indiranagar,1819,4.9,24460,66,10,139,1323,13932,12.06,2003,Takeaway
123700,Roti Republic,Continental,Delhi,Salt Lake,2202,3.3,33718,50,20,152,5536,21681,22.85,2022,Dine-In
123701,Goan Getaway,Cafe,Pune,Anna Nagar,1820,3.8,47033,32,40,134,14446,12358,1.94,1992,Takeaway
123702,Flavours of India,Mediterranean,Hyderabad,Salt Lake,2218,4.6,44825,61,0,12,5850,43509,1.39,2017,Delivery
123703,The Coastal Cafe,South Indian,Indore,Whitefield,397,3.4,5239,15,50,54,14843,3801,0.46,1992,Takeaway
123704,Dosa Delight,Thai,Kanpur,Adyar,1756,4.7,41718,65,25,58,6189,20125,20.05,2019,Delivery
123705,Spice Garden,Fast Food,Hyderabad,Whitefield,921,3.9,12870,47,25,21,10807,4481,18.82,2016,Dine-In
123706,Masala Zone,Seafood,Delhi,Vastrapur,1249,3.3,21899,23,50,133,4371,9507,9.3,2016,Dine-In
123707,Curry Leaf,Seafood,Jaipur,Gomti Nagar,2351,4.9,7036,42,15,14,13983,3345,22.82,2010,Takeaway
123708,Saffron Kitchen,Desserts,Indore,Powai,1830,3.1,13701,54,0,71,7212,5507,21.48,2023,Delivery
123709,Saffron Kitchen,Seafood,Lucknow,Hitech City,903,3.4,25611,90,0,86,7242,19863,16.01,2020,Delivery
123710,Flavours of India,Fast Food,Chennai,Navrangpura,1787,2.9,30966,82,50,11,2334,20015,15.27,1993,Dine-In
123711,Desi Dhaba,Street Food,Chennai,Navrangpura,2076,2.0,44837,72,50,28,5018,30832,11.5,2019,Takeaway
123712,Goan Getaway,Chinese,Pune,Hitech City,1275,3.5,40197,63,0,195,10206,37544,16.09,2020,Delivery
123713,The Food Court,Biryani,Hyderabad,Koramangala,2056,4.9,16546,36,40,22,11207,14081,15.49,2022,Delivery
123714,Dosa Delight,Mediterranean,Pune,Hitech City,1042,2.9,1426,74,0,19,7642,394,4.42,2006,Dine-In
123715,Tamil Tadka,South Indian,Kanpur,Navrangpura,1939,3.4,28020,52,50,45,10057,9119,6.0,1996,Delivery
123716,Curry Leaf,Cafe,Kanpur,Indiranagar,1569,4.1,41964,27,30,116,3877,17841,10.36,2010,Delivery
123717,Tamil Tadka,Chinese,Kolkata,Bandra,937,3.0,11,52,0,69,9050,11,22.91,2016,Dine-In
123718,Street Spice,North Indian,Chennai,Hazratganj,2242,3.7,37598,42,30,187,1174,32129,18.53,2003,Takeaway
123719,Tamil Tadka,Seafood,Chennai,Vastrapur,487,4.5,17846,29,10,39,12392,3906,14.03,2003,Dine-In
123720,Saffron Kitchen,Italian,Bangalore,Powai,1014,2.3,44597,87,40,134,7385,9518,6.62,2023,Dine-In
123721,Tandoor Palace,Mediterranean,Mumbai,Adyar,837,3.4,41455,46,30,200,2926,3667,24.36,2000,Delivery
123722,Idli Express,Italian,Pune,Gomti Nagar,1242,2.7,8911,28,15,69,4806,7197,17.71,1999,Dine-In
123723,Tamil Tadka,Desserts,Kolkata,Andheri,578,3.7,31069,20,0,24,5436,17072,17.96,1993,Dine-In
123724,Goan Getaway,Street Food,Jaipur,Anna Nagar,576,3.0,48217,85,20,189,273,44748,16.52,1995,Takeaway
123725,Royal Feast,Chinese,Kolkata,Hazratganj,2425,2.0,13938,20,10,61,1691,12730,24.52,1997,Delivery
123726,South Indian Hut,Street Food,Kanpur,Juhu,2111,4.7,35284,19,50,85,9680,30854,6.41,2006,Takeaway
123727,Saffron Kitchen,South Indian,Nagpur,Andheri,1591,2.7,41600,38,0,93,6384,37483,0.72,2010,Takeaway
123728,Desi Dhaba,Seafood,Chennai,Salt Lake,530,4.9,24220,16,30,110,10162,21392,9.6,2017,Takeaway
123729,Naan Stop,Mughlai,Jaipur,Hitech City,1490,4.0,9278,85,0,77,9875,7903,14.11,1994,Dine-In
123730,Flavours of India,Fast Food,Kanpur,Vastrapur,1059,3.1,33901,38,50,178,12091,11649,20.27,2023,Dine-In
